#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
129 0.00063797176 0.12697158 0.22140421 -0.91550054 1.6456857 0.22073699 0.6509876 999567.46 -9.9903523e-07 -1.8914532 0.12633119 0.36436174 41328 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.05556e-05 0 0
130 0.00064200271 0.41381487 0.22321042 -0.09923313 2.1812559 0.22321042 0.22321042 999566.82 -9.9903396e-07 -1.9001761 0.73886562 0.48687905 8576 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0650548 0 0
131 0.00064783048 0.82578155 0.79410172 1.1358295 1.1785104 0.32263796 3.8692886 999565.11 -9.9903054e-07 -1.9080124 0.35090398 0.93585711 98023 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 8.25396 0 0
132 0.00065064761 0.33492348 1.4094405 0.30924982 1.5356466 1.4094405 1.4094405 999561.87 -9.9902407e-07 -1.8898618 0.57162855 2.1644025 75572 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0143988 0 0
136 0.00066598785 0.7136077 0.77199783 -1.2990218 0.62534456 0.18274543 4.163788 999559.55 -9.9901943e-07 -1.8935759 0.033157173 0.48276464 88550 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.04802 0 0
148 0.00070201961 6.3435396 0.044650248 1.0877755 1.9454215 0.044412284 1.3634275 999554.36 -9.9900905e-07 -1.9314812 0.56066781 0.086863553 0 1 2.4657168 1.5478735 9056 100908 2.4996933 0.092958498 na 1 1 1.1326 0.969161 720.533 62.5527 10.868 0 0 0 0 1e-10 1e-10 1e-10 1e-10 432.283 1494.49 -7.25956e-05 7.52e-11 0.00553599 0.00585888 12133.9 8509.72 0 0 0 0 0 0 0 0 2.46572 1.54787 -2.63426e-09 0 na 0 0 na na na
150 0.00070730892 4.3584552 0.17252847 -0.75773406 1.7548361 0.14818879 2.5954897 999532.58 -9.9896552e-07 -1.9378028 0.065825499 0.30275918 72039 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 11355 0 0
151 0.00071013837 1.175031 0.06104543 0.51069993 2.0851103 0.060569301 2.5218554 999517.72 -9.9893582e-07 -1.9883416 0.35887211 0.12728646 91618 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 89.4729 0 0
155 0.00072839055 0.47932364 0.11888696 1.3764394 1.4379516 0.11353973 0.55706682 999512.65 -9.9892569e-07 -1.9291944 0.14075666 0.1709537 16697 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.185597 0 0
156 0.00073050389 0.13151138 0.12364 0.10949698 1.9295593 0.11735654 0.39941168 999510.43 -9.9892124e-07 -1.9250206 0.045990903 0.23857072 25261 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.40614e-05 0 0
160 0.00074393018 0.93635226 0.33083762 0.37318797 1.9180573 0.33083762 0.33083762 999508.96 -9.989183e-07 -1.89048 0.4193155 0.63456552 70248 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 19.2098 0 0
167 0.00076581315 0.25655456 0.26950774 -0.99225699 2.7325308 0.26950774 0.26950774 999503.87 -9.9890814e-07 -2.0716052 2.6352689 0.7364382 20839 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00218635 0 0
172 0.00077739857 0.76283835 0.59093362 -0.48141546 1.6789134 0.59093362 0.59093362 999502.1 -9.9890461e-07 -2.0173804 0.35055152 0.99212636 101706 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4.81693 0 0
173 0.0007825818 1.0665046 0.74857936 0.50720494 3.7191747 0.74857936 0.74857936 999499.3 -9.98899e-07 -1.9578082 6.0209063 2.7840974 33889 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 46.1026 0 0
176 0.00079363329 0.14101142 0.63541463 1.413289 0.81955293 0.1960195 4.2451922 999494.79 -9.9888999e-07 -1.8696332 0.20747123 0.52075592 99400 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2.48487e-05 0 0
179 0.00080058274 0.19718797 0.28450557 -1.2751555 1.4360823 0.23525857 1.7307304 999493.54 -9.9888748e-07 -1.9560554 0.28512149 0.40857342 60320 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000351332 0 0
181 0.00080638593 2.636292 0.22688743 1.0954658 2.2266827 0.22688743 0.22688743 999492.47 -9.9888535e-07 -1.8984752 1.4401512 0.50520632 0 1 0.89801061 0.76998497 80125 108158 10.095498 0.71043946 na 1 1 0.769783 0.684564 9071.61 1.05265 0.511415 0 0 0 0 0.0441145 0.0593728 0.221289 0.216175 8805.44 15880.6 -0 0 0.00312271 0.00297917 334.485 114.107 0 0 0 0 0 0 0 0 0.898011 0.769985 0 0 na 0 0 na na na
181 0.00080638593 0.48885361 0.75275869 0.39555802 1.4174322 0.50801019 1.137918 999492.47 -9.9888535e-07 -1.8984752 0.063787764 1.0669844 63117 1 0.23374363 0.075556576 63117 106465 1.0623646 0.86527065 na 0 0 0.239447 0.156497 719.135 0.0125765 0.000498537 0 0 0 0 0.116872 0.0377783 0.15564 0.101723 416681 3.99591e+06 0 -0 0.016255 0.017745 0.0289538 6.39804e-06 0 0 0 0 0 0 0 0 0.233744 0.0755566 0 0 na 0 0 na na na
182 0.00080964281 0.21111988 0.20294226 1.8102184 0.49315241 0.079738749 3.6829838 999481.69 -9.9886381e-07 -1.944438 0.084619278 0.10008146 99012 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000562258 0 0
188 0.0008245837 11.064651 0.54953429 0.3463436 1.5941468 0.54953429 0.54953429 999479.57 -9.9885956e-07 -1.9330552 0.11928986 0.87603835 33956 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5058.28 0 0
189 0.00082745948 0.13467021 0.14143129 -4.475282 1.9579841 0.14143129 0.14143129 999442.49 -9.9878545e-07 -1.9241893 10.139349 0.27692022 66622 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.70678e-05 0 0
204 0.00087340249 0.17709964 0.074703416 -0.17281074 2.0947712 0.073321136 0.25096015 999438.15 -9.9877678e-07 -1.9618752 0.31064118 0.15648656 2190 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000159652 0 0
207 0.00088313412 0.16368119 0.17508577 -0.22117208 1.89659 0.16969214 2.2111019 999436.62 -9.9877373e-07 -1.9005231 0.092316408 0.33206591 93020 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 8.39141e-05 0 0
214 0.00090702151 0.15787675 0.17497333 -0.018325952 3.153138 0.17497333 0.17497333 999433.98 -9.9876845e-07 -1.8916855 3.2513541 0.55171508 22097 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6.24927e-05 0 0
219 0.00092222376 0.37098834 0.25323744 -1.0439072 2.1009073 0.25323744 0.25323744 999432.16 -9.9876481e-07 -1.9650803 1.1400639 0.53202838 5986 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.029833 0 0
221 0.00092801584 0.27284654 0.1273684 -1.712917 0.86515434 0.075778766 3.7823854 999430.27 -9.9876104e-07 -1.9455243 0.023591408 0.11019332 97919 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00337105 0 0
221 0.00092801584 0.25322659 0.14912872 0.73864742 1.798282 0.063980793 0.8456793 999430.27 -9.9876104e-07 -1.9455243 0.10835437 0.26817549 8410 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00199498 0 0
223 0.00093520889 0.15827979 0.12902459 1.0182146 1.8910106 0.12902459 0.12902459 999428.04 -9.9875659e-07 -1.9998111 0.49267974 0.24398685 2323 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6.3807e-05 0 0
224 0.00093648651 0.70412151 0.13722563 -0.10278891 2.1895024 0.13722563 0.13722563 999427.12 -9.9875475e-07 -1.9275764 0.60857429 0.30045586 43011 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2.77927 0 0
227 0.00094606409 0.57630638 0.66769228 0.9970866 1.1034052 0.48488605 3.3049646 999424.28 -9.9874907e-07 -1.965121 0.012520071 0.73673515 95994 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.685929 0 0
227 0.00094606409 0.89115713 0.83946739 -0.60794029 1.2583101 0.41188277 1.4576842 999424.28 -9.9874907e-07 -1.965121 0.024592527 1.0563103 49477 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 13.7866 0 0
229 0.00095442837 0.65808918 0.22786257 -1.2222584 1.47614 0.2275007 0.69828016 999418.59 -9.9873769e-07 -1.9568259 0.17648086 0.33635706 29798 1 0.32696811 0.08940831 29798 103028 0.24634827 0.65972536 na 0 0 0.302853 0.147958 69.2104 0.0225678 0.000987488 0 0 0 0 0.326968 0.0447042 0.302853 0.0961727 208792 2.85378e+06 -0 0 0.0340552 0.0299518 0.316975 2.52832e-05 0 0 0 0 0 0 0 0 0.326968 0.0894083 0 0 na 0 0 na na na
229 0.00095442837 0.80371896 0.26694563 0.55954382 1.766342 0.1870275 0.27747549 999418.59 -9.9873769e-07 -1.9568259 0.11846389 0.47151729 10245 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6.87133 0 0
229 0.00095442837 0.61031201 0.81849776 -0.35900581 1.3943988 0.79203619 3.3122223 999418.59 -9.9873769e-07 -1.9568259 0.067120562 1.1413123 73954 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.02681 0 0
230 0.00095734275 0.21463565 0.15090164 -1.0271927 1.926795 0.15090164 0.15090164 999411.24 -9.98723e-07 -1.9392633 0.59076988 0.29075653 27307 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000630288 0 0
234 0.00097043471 0.71057674 0.22221928 1.6912068 0.73808621 0.030206258 3.4505626 999409.27 -9.9871906e-07 -1.9061757 0.041043492 0.16401699 23596 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2.95989 0 0
236 0.00098016768 1.0634831 1.0068253 -0.87286304 1.028628 0.65647725 4.7282431 999406.29 -9.9871312e-07 -1.9146358 0.066996173 1.0356487 49029 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 45.2246 0 0
237 0.00098306591 4.3862058 0.1534706 -1.088699 1.6896474 0.097331846 1.5072752 999402.28 -9.987051e-07 -1.9476019 0.24449448 0.25931121 76672 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 11303.7 0 0
241 0.00099802113 0.17987111 0.71232526 -0.59997752 1.4035429 0.59241203 1.6110119 999386.39 -9.9867334e-07 -1.9701098 0.10834431 0.99977907 35218 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000181229 0 0
242 0.0010025307 1.0717292 0.12418511 -1.1148578 1.650336 0.029978984 2.9047789 999385.42 -9.986714e-07 -1.9576711 0.13235105 0.20494715 80813 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 47.6557 0 0
242 0.0010025307 0.35604653 0.13917512 -2.1774345 0.81917422 0.13917512 0.13917512 999385.42 -9.986714e-07 -1.9576711 0.8810802 0.11400867 43544 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.022255 0 0
242 0.0010025307 1.6518346 0.45595375 1.3884275 0.8822661 0.24517594 1.309251 999385.42 -9.986714e-07 -1.9576711 0.018115273 0.40227254 30381 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 936.916 0 0
242 0.0010025307 6.2462272 0.93835332 -0.21875701 1.3206225 0.66816418 1.8816882 999385.42 -9.986714e-07 -1.9576711 0.0062971931 1.2392105 82033 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 8807.3 0 0
244 0.0010078606 7.7468197 0.12252927 -0.79514897 1.7747755 0.12252927 0.12252927 999353.63 -9.9860787e-07 -1.9390348 0.05675007 0.21746194 23617 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 7507.48 0 0
245 0.0010115862 0.57392346 0.26676238 -1.6497035 0.89170843 0.19265434 0.76589647 999327.54 -9.9855573e-07 -1.9558138 0.16459315 0.23787427 41672 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.666168 0 0
248 0.0010198884 0.28293613 0.17793586 1.0588363 1.6033788 0.15684925 1.0292963 999324.81 -9.9855027e-07 -2.0419436 0.076503473 0.28529858 35796 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00435512 0 0
258 0.0010581686 0.17259577 0.77461122 -1.012199 1.4960843 0.77461122 0.77461122 999320.53 -9.9854172e-07 -1.991421 0.62524293 1.1588837 56740 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000129374 0 0
259 0.0010606517 0.22806026 0.2606685 0.58485831 1.7162185 0.25208074 4.1516261 999319.47 -9.9853961e-07 -1.980942 0.037628585 0.4473641 99647 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000960225 0 0
262 0.0010723802 0.33098261 0.14639742 0.6140751 1.846766 0.14639713 0.57560571 999317.64 -9.9853595e-07 -1.9946049 0.094869839 0.27036178 1073 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0132364 0 0
265 0.0010805093 2.242741 0.25780615 -0.26880134 1.7920638 0.24096153 1.4971314 999315.79 -9.9853225e-07 -2.0266895 0.04218278 0.46200508 78731 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5896.19 0 0
274 0.0011109119 0.32444422 0.10555125 1.0681462 2.5807041 0.10555125 0.10555125 999305.53 -9.9851174e-07 -1.9765712 2.0335783 0.27239654 57766 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0114863 0 0
277 0.0011190127 1.1098722 0.2728107 -0.79023699 1.6759334 0.21537055 1.8093128 999303.67 -9.9850804e-07 -2.0528657 0.13831879 0.45721256 82566 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 60.4614 0 0
291 0.0011610254 0.35146545 0.294371 0.87955213 1.6062375 0.28374813 1.9772336 999296.08 -9.9849286e-07 -2.0542795 0.13248317 0.47282975 25332 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0202937 0 0
296 0.0011734801 2.1003308 0.09577554 -1.1678561 1.9224494 0.09577554 0.09577554 999293.5 -9.9848771e-07 -1.934499 0.66473575 0.18412363 0 1 0.80671877 0.52217136 1956 100196 0.18414414 0.90031026 na 1 0 0.710682 0.456155 25.037 0.637698 0.0863944 0 0 0 0 0.0545738 0.134686 0.218884 0.173775 13249.4 64848.9 -0 0 0.431835 0.338061 157.973 8.22144 0 0 0 0 0 0 0 0 0.806719 0.522171 0 0 na 0 0 na na na
301 0.0011886872 0.29108142 0.21133611 1.8276846 0.49353046 0.07436939 0.63878485 999285.13 -9.9847099e-07 -2.0141318 0.10566745 0.10430081 60319 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00532228 0 0
303 0.0011974746 0.39967878 1.0016088 0.74564622 1.0960184 0.60950771 4.0814959 999283.51 -9.9846775e-07 -1.9806421 0.033931791 1.0977817 99735 1 0.13879811 0.11408072 99735 110112 0.035745923 0.35200973 na 0 0 0.159709 0.136414 4.90878 0.00408404 0.00231244 0 0 0 0 0.0693991 0.0570404 0.103811 0.0886694 1.18435e+06 1.75303e+06 -0 0 0.081 0.0756701 0.000733187 0.000184839 0 0 0 0 0 0 0 0 0.138798 0.114081 0 0 na 0 0 na na na
306 0.0012062188 0.17155547 0.80537061 1.1053722 0.85671965 0.12732183 2.1829651 999281.08 -9.984629e-07 -1.967865 0.0015957668 0.68997683 64391 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000123144 0 0
307 0.0012091564 0.78385435 0.065779212 0.071706655 2.0714965 0.058910974 0.92509911 999280.21 -9.9846116e-07 -2.0088117 0.19024535 0.13626141 8596 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5.79718 0 0
307 0.0012091564 0.3097088 0.18376867 -0.89288898 1.7299167 0.18376867 0.18376867 999280.21 -9.9846116e-07 -2.0088117 0.14876769 0.3179045 1721 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0082581 0 0
310 0.0012186095 0.59866955 0.27006772 -1.7130459 1.5128502 0.27006772 0.27006772 999275.59 -9.9845193e-07 -2.0023022 1.0285527 0.40857201 54382 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.896864 0 0
314 0.001232767 1.2477724 0.69879177 1.4763111 0.10821396 0.30891199 2.7248751 999272.29 -9.9844532e-07 -1.9904141 0.032565219 0.075619025 45658 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 135.821 0 0
324 0.0012705719 0.39425562 0.40124816 -1.3320719 1.0835313 0.29915561 2.1241388 999264.4 -9.9842957e-07 -1.9677484 0.08034771 0.43476495 74618 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0460445 0 0
325 0.0012744344 14.148517 0.06148961 -0.041782897 2.357791 0.06148961 0.06148961 999262.77 -9.984263e-07 -1.9744023 0.846548 0.14497965 27354 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4234.6 0 0
325 0.0012744344 0.12915706 0.71542722 -1.1652209 0.90203099 0.32212046 2.2580661 999262.77 -9.984263e-07 -1.9744023 0.036222518 0.64533752 63595 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.21335e-05 0 0
327 0.0012808547 0.29864012 0.057148418 1.9589615 0.56591443 0.057148418 0.057148418 999214.43 -9.9832971e-07 -1.934745 0.15891113 0.032341114 3610 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00638085 0 0
333 0.0012971075 0.21352911 0.33102052 0.26543914 3.0102137 0.33102052 0.33102052 999211.77 -9.983244e-07 -2.0004927 3.0745907 0.99644251 29582 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000608145 0 0
335 0.0013036472 0.22527763 0.35281959 3.7224778 2.4628913 0.35281959 0.35281959 999210.58 -9.9832202e-07 -2.0257557 8.5015859 0.86895629 6845 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000881656 0 0
